epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,6499.82,0.1194,0.14744,0.84419,0.98165,0.98738,0.99329,0.99186,0.06344,0.09982,0.76553,0.007525,0.007525,0.007525
27,6747.55,0.11559,0.14232,0.84411,0.98869,0.99183,0.99429,0.99255,0.06312,0.08772,0.76585,0.007426,0.007426,0.007426
28,6995.68,0.11501,0.14291,0.84373,0.99361,0.99698,0.99477,0.99398,0.06147,0.07096,0.76373,0.007327,0.007327,0.007327
29,7242.66,0.11336,0.14074,0.8425,0.99495,0.99747,0.99491,0.99461,0.05861,0.06454,0.76185,0.007228,0.007228,0.007228
30,7490.47,0.11147,0.13879,0.84288,0.99465,0.99738,0.9948,0.99435,0.05865,0.06675,0.76183,0.007129,0.007129,0.007129
31,7737.83,0.11099,0.13923,0.84297,0.99586,0.99677,0.99483,0.99432,0.06001,0.06925,0.76181,0.00703,0.00703,0.00703
32,7985.5,0.11042,0.13907,0.84116,0.99511,0.99665,0.9949,0.99438,0.06043,0.06864,0.76212,0.006931,0.006931,0.006931
33,8233.03,0.10906,0.13855,0.84182,0.99347,0.99616,0.99484,0.99413,0.05987,0.07174,0.76255,0.006832,0.006832,0.006832
34,8481.57,0.10813,0.13431,0.84228,0.99278,0.9968,0.99489,0.99427,0.05826,0.06988,0.76219,0.006733,0.006733,0.006733
35,8729.82,0.10681,0.13417,0.84183,0.99356,0.99642,0.99492,0.99437,0.05643,0.06846,0.76146,0.006634,0.006634,0.006634
36,8977.33,0.10536,0.13411,0.84227,0.99367,0.9967,0.99491,0.99443,0.05582,0.06851,0.76128,0.006535,0.006535,0.006535
37,9229.37,0.1042,0.1334,0.84194,0.99558,0.99727,0.99496,0.99453,0.05536,0.06571,0.76121,0.006436,0.006436,0.006436
38,9478.15,0.10335,0.12873,0.84078,0.99515,0.99745,0.99494,0.99449,0.05499,0.0654,0.76137,0.006337,0.006337,0.006337
39,9727.84,0.10343,0.13228,0.84114,0.99519,0.99713,0.99496,0.99453,0.055,0.06493,0.76142,0.006238,0.006238,0.006238
40,9977.63,0.10158,0.12739,0.84135,0.99444,0.99692,0.99495,0.99451,0.05498,0.06586,0.7617,0.006139,0.006139,0.006139
41,10228,0.10052,0.12776,0.84049,0.99387,0.99627,0.99489,0.99443,0.05503,0.06658,0.76175,0.00604,0.00604,0.00604
42,10478.9,0.09982,0.12633,0.84103,0.99354,0.99631,0.99489,0.99442,0.05474,0.06714,0.76171,0.005941,0.005941,0.005941
43,10729.3,0.09996,0.1264,0.83998,0.99363,0.99661,0.99493,0.99441,0.05425,0.06637,0.76169,0.005842,0.005842,0.005842
44,10979.5,0.09915,0.1254,0.84017,0.99474,0.99669,0.99489,0.99443,0.05423,0.06548,0.76164,0.005743,0.005743,0.005743
45,11230.1,0.09796,0.12848,0.84017,0.99457,0.99729,0.99491,0.99448,0.05361,0.06352,0.76159,0.005644,0.005644,0.005644
46,11477.6,0.09635,0.12259,0.83929,0.99486,0.99753,0.99492,0.99449,0.05322,0.06212,0.76153,0.005545,0.005545,0.005545
47,11724.5,0.09498,0.12327,0.83892,0.99494,0.99766,0.99492,0.99452,0.05278,0.0613,0.76133,0.005446,0.005446,0.005446
48,11972.3,0.09349,0.12096,0.83996,0.99462,0.99768,0.99491,0.99451,0.05279,0.06107,0.7614,0.005347,0.005347,0.005347
49,12219.4,0.09293,0.11886,0.83875,0.99466,0.99785,0.99491,0.99453,0.05269,0.06091,0.76135,0.005248,0.005248,0.005248
50,12467.9,0.09226,0.11644,0.83805,0.995,0.99799,0.99491,0.99456,0.05241,0.06016,0.76124,0.005149,0.005149,0.005149
51,12715.1,0.09149,0.11633,0.838,0.99478,0.99785,0.99491,0.99457,0.05219,0.05992,0.76119,0.00505,0.00505,0.00505
52,12962.8,0.09116,0.11682,0.83893,0.99517,0.99795,0.99491,0.99457,0.05207,0.05933,0.76118,0.004951,0.004951,0.004951
53,13209.5,0.08957,0.1167,0.83749,0.99545,0.99823,0.99493,0.99456,0.05186,0.05901,0.76111,0.004852,0.004852,0.004852
54,13457.1,0.08965,0.11628,0.83766,0.99516,0.99823,0.99492,0.99454,0.05168,0.05876,0.76112,0.004753,0.004753,0.004753
55,13704.8,0.08887,0.11494,0.83849,0.99534,0.9983,0.99493,0.99453,0.0518,0.05871,0.76131,0.004654,0.004654,0.004654
56,13953.2,0.08729,0.11211,0.83902,0.99544,0.99849,0.99493,0.99454,0.05175,0.05831,0.76146,0.004555,0.004555,0.004555
57,14204.7,0.08779,0.11206,0.83845,0.99556,0.99858,0.99493,0.99458,0.05159,0.05803,0.76142,0.004456,0.004456,0.004456
58,14456.6,0.08694,0.11201,0.83764,0.99599,0.99863,0.99493,0.99457,0.05132,0.0575,0.76131,0.004357,0.004357,0.004357
59,14704.7,0.08583,0.11191,0.83687,0.99636,0.99881,0.99497,0.99458,0.05093,0.05752,0.76097,0.004258,0.004258,0.004258
60,14952.2,0.08556,0.11137,0.83764,0.99611,0.9987,0.99493,0.99455,0.05063,0.05767,0.76084,0.004159,0.004159,0.004159
61,15198.8,0.08499,0.10952,0.83753,0.9962,0.99871,0.99493,0.99455,0.05045,0.05794,0.76071,0.00406,0.00406,0.00406
62,15446.8,0.08324,0.10747,0.83617,0.996,0.99871,0.99493,0.99456,0.05025,0.0581,0.7606,0.003961,0.003961,0.003961
63,15694.7,0.0825,0.10543,0.83743,0.99596,0.99873,0.99493,0.99459,0.05032,0.05773,0.76071,0.003862,0.003862,0.003862
64,15944,0.08147,0.10375,0.8377,0.99593,0.99876,0.99497,0.99456,0.05013,0.05764,0.76051,0.003763,0.003763,0.003763
65,16193.7,0.08103,0.10424,0.83702,0.9957,0.99875,0.99496,0.99458,0.04976,0.05748,0.76028,0.003664,0.003664,0.003664
66,16444.1,0.07897,0.10353,0.83708,0.99557,0.99858,0.99494,0.9946,0.04953,0.05724,0.76012,0.003565,0.003565,0.003565
67,16692.7,0.07924,0.1022,0.83662,0.99587,0.99874,0.99497,0.9946,0.04943,0.05755,0.75992,0.003466,0.003466,0.003466
68,16942,0.07917,0.10427,0.83699,0.99595,0.99873,0.99497,0.99459,0.04911,0.05756,0.75967,0.003367,0.003367,0.003367
69,17191.1,0.07693,0.1015,0.83641,0.99568,0.9983,0.99497,0.9946,0.04906,0.05775,0.75965,0.003268,0.003268,0.003268
70,17442,0.07639,0.10101,0.83547,0.99582,0.99778,0.99497,0.99461,0.04887,0.05809,0.75942,0.003169,0.003169,0.003169
71,17692,inf,0.09905,0.83565,0.99602,0.99778,0.99497,0.99461,0.04869,0.05807,0.75935,0.00307,0.00307,0.00307
72,17942,0.07373,0.09672,0.8357,0.9961,0.99778,0.99497,0.99462,0.0485,0.05789,0.75936,0.002971,0.002971,0.002971
73,18190.1,0.0727,0.09638,0.8347,0.99645,0.99782,0.99498,0.99461,0.04832,0.05721,0.7593,0.002872,0.002872,0.002872
74,18438.8,0.07377,0.09518,0.83506,0.99628,0.99795,0.99498,0.9946,0.04808,0.05712,0.75925,0.002773,0.002773,0.002773
75,18689,0.07111,0.09368,0.83518,0.99634,0.99809,0.99496,0.99463,0.04793,0.05638,0.75917,0.002674,0.002674,0.002674
76,18940.4,0.07003,0.09378,0.83467,0.99663,0.99846,0.99498,0.99463,0.04789,0.05623,0.75915,0.002575,0.002575,0.002575
77,19192.1,0.06998,0.09313,0.834,0.99671,0.99848,0.99498,0.99463,0.04763,0.05588,0.75905,0.002476,0.002476,0.002476
78,19439.6,0.06901,0.09181,0.83449,0.99664,0.9985,0.99496,0.99464,0.04734,0.05542,0.75893,0.002377,0.002377,0.002377
79,19687.1,0.068,0.0907,0.83398,0.99702,0.99859,0.99497,0.99468,0.04695,0.05477,0.75875,0.002278,0.002278,0.002278
80,19935.8,0.06649,0.09117,0.83429,0.99708,0.99863,0.99497,0.99468,0.04688,0.05441,0.75876,0.002179,0.002179,0.002179
81,20184.1,0.06557,0.08771,0.83372,0.99707,0.99864,0.99497,0.99466,0.0467,0.05431,0.75871,0.00208,0.00208,0.00208
82,20432.2,0.06549,0.08968,0.83388,0.99742,0.99868,0.99497,0.99466,0.04642,0.05373,0.75868,0.001981,0.001981,0.001981
83,20681.2,0.06491,0.08749,0.83399,0.99774,0.99875,0.99497,0.99466,0.04613,0.05325,0.75853,0.001882,0.001882,0.001882
84,20929.6,0.0644,0.08734,0.83343,0.99768,0.99881,0.99497,0.99469,0.04589,0.05306,0.75835,0.001783,0.001783,0.001783
85,21178,0.06214,0.08445,0.83302,0.9977,0.99885,0.99497,0.99468,0.04548,0.05286,0.75807,0.001684,0.001684,0.001684
86,21427.1,0.06222,0.08549,0.8323,0.99746,0.99885,0.99497,0.99467,0.04526,0.05272,0.75797,0.001585,0.001585,0.001585
87,21675,0.06123,0.08375,0.83249,0.99734,0.99872,0.99497,0.99468,0.04502,0.05277,0.75788,0.001486,0.001486,0.001486
88,21922.9,0.06081,0.08203,0.83279,0.9973,0.99863,0.99497,0.99468,0.04486,0.05296,0.75791,0.001387,0.001387,0.001387
89,22170.9,0.05996,0.0817,0.83321,0.99721,0.99848,0.99497,0.99466,0.04486,0.05292,0.758,0.001288,0.001288,0.001288
90,22420.1,0.05819,0.07867,0.83256,0.99717,0.99859,0.99497,0.99466,0.04458,0.05282,0.75788,0.001189,0.001189,0.001189
91,22692.5,0.04592,0.05217,0.78058,0.99716,0.99837,0.99497,0.99469,0.0444,0.05261,0.75793,0.00109,0.00109,0.00109
92,22939.1,0.0447,0.04942,0.78031,0.99707,0.9982,0.99497,0.99468,0.04433,0.05256,0.75804,0.000991,0.000991,0.000991
93,23186.4,0.04371,0.04912,0.77847,0.99703,0.99809,0.99497,0.99469,0.04426,0.05273,0.75807,0.000892,0.000892,0.000892
94,23433.8,0.04156,0.0474,0.77981,0.99725,0.99788,0.99497,0.99468,0.04431,0.05246,0.75801,0.000793,0.000793,0.000793
95,23681.7,0.04076,0.04476,0.78037,0.99634,0.99874,0.99497,0.99468,0.04404,0.05248,0.75791,0.000694,0.000694,0.000694
96,23928.3,0.03889,0.04331,0.7789,0.99654,0.99856,0.99497,0.99469,0.04386,0.05193,0.75776,0.000595,0.000595,0.000595
97,24175.2,0.03785,0.04193,0.77902,0.99625,0.99894,0.99497,0.99469,0.04376,0.05177,0.75765,0.000496,0.000496,0.000496
98,24423.1,0.03668,0.04072,0.77557,0.99732,0.99803,0.99497,0.9947,0.04359,0.05145,0.75756,0.000397,0.000397,0.000397
99,24670.2,0.03517,0.03892,0.77836,0.99737,0.99796,0.99497,0.99472,0.04319,0.05122,0.75726,0.000298,0.000298,0.000298
100,24917.6,0.034,0.03735,0.77744,0.99748,0.99809,0.99497,0.99473,0.04297,0.05083,0.75698,0.000199,0.000199,0.000199
